State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Karnataka,Bengaluru Urban,2011,Whole Year ,Banana,281.0,7021.0
Karnataka,Bengaluru Urban,2011,Whole Year ,Black pepper,15.0,4.2
Karnataka,Bengaluru Urban,2011,Whole Year ,Coconut ,2264.0,22508.0
Karnataka,Bengaluru Urban,2011,Whole Year ,Coriander,18.0,7.0
Karnataka,Bengaluru Urban,2011,Whole Year ,Garlic,20.0,25.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Arhar/Tur,638.0,452.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Bajra,2.0,2.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Castor seed,99.0,62.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Cowpea(Lobia),275.0,75.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Dry chillies,58.0,53.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Groundnut,100.0,56.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Horse-gram,690.0,281.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Jowar,750.0,918.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Maize,808.0,2072.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Moong(Green Gram),12.0,4.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Niger seed,134.0,32.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Onion,26.0,138.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Other Kharif pulses,1302.0,1182.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Potato,206.0,1315.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Ragi,22457.0,49517.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Rapeseed &Mustard,200.0,79.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Rice,974.0,3006.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Sesamum,16.0,5.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Small millets,24.0,6.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Sunflower,1.0,1.0
Karnataka,Bengaluru Urban,2012,Kharif     ,Urad,28.0,13.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Cowpea(Lobia),15.0,5.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Dry chillies,6.0,16.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Horse-gram,196.0,121.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Jowar,1.0,1.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Linseed,2.0,
Karnataka,Bengaluru Urban,2012,Rabi       ,Maize,68.0,206.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Moong(Green Gram),2.0,
Karnataka,Bengaluru Urban,2012,Rabi       ,Onion,1.0,7.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Other  Rabi pulses,96.0,44.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Potato,7.0,119.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Ragi,43.0,62.0
Karnataka,Bengaluru Urban,2012,Rabi       ,Rice,42.0,101.0
Karnataka,Bengaluru Urban,2012,Summer     ,Cowpea(Lobia),32.0,12.0
Karnataka,Bengaluru Urban,2012,Summer     ,Dry chillies,5.0,14.0
Karnataka,Bengaluru Urban,2012,Summer     ,Jowar,14.0,23.0
Karnataka,Bengaluru Urban,2012,Summer     ,Maize,101.0,347.0
Karnataka,Bengaluru Urban,2012,Summer     ,Onion,14.0,79.0
Karnataka,Bengaluru Urban,2012,Summer     ,Potato,17.0,371.0
Karnataka,Bengaluru Urban,2012,Summer     ,Ragi,95.0,142.0
Karnataka,Bengaluru Urban,2012,Summer     ,Rice,178.0,639.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Arecanut,346.0,2777.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Black pepper,2.0,6.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Cashewnut,3.0,2.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Coconut ,2312.0,22763.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Coriander,41.0,16.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Dry ginger,5.0,159.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Garlic,2.0,3.0
Karnataka,Bengaluru Urban,2012,Whole Year ,Sugarcane,12.0,1003.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Arhar/Tur,1011.0,929.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Bajra,7.0,8.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Castor seed,57.0,51.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Cowpea(Lobia),269.0,100.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Dry chillies,84.0,93.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Groundnut,48.0,41.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Horse-gram,443.0,223.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Jowar,852.0,1212.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Maize,907.0,2875.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Moong(Green Gram),21.0,5.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Niger seed,161.0,35.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Onion,31.0,205.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Other Kharif pulses,1360.0,1776.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Potato,79.0,520.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Ragi,23157.0,72993.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Rapeseed &Mustard,175.0,78.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Rice,1113.0,3941.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Sesamum,15.0,9.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Small millets,3.0,1.0
Karnataka,Bengaluru Urban,2013,Kharif     ,Urad,8.0,4.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Cowpea(Lobia),27.0,11.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Dry chillies,10.0,19.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Gram,2.0,2.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Horse-gram,166.0,91.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Jowar,21.0,23.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Linseed,2.0,1.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Maize,171.0,524.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Moong(Green Gram),4.0,1.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Onion,8.0,56.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Other  Rabi pulses,42.0,33.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Potato,33.0,502.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Ragi,104.0,152.0
Karnataka,Bengaluru Urban,2013,Rabi       ,Rice,4.0,10.0
Karnataka,Bengaluru Urban,2013,Summer     ,Cowpea(Lobia),22.0,9.0
Karnataka,Bengaluru Urban,2013,Summer     ,Dry chillies,18.0,48.0
Karnataka,Bengaluru Urban,2013,Summer     ,Groundnut,7.0,6.0
Karnataka,Bengaluru Urban,2013,Summer     ,Jowar,12.0,20.0
Karnataka,Bengaluru Urban,2013,Summer     ,Maize,160.0,519.0
Karnataka,Bengaluru Urban,2013,Summer     ,Potato,4.0,56.0
Karnataka,Bengaluru Urban,2013,Summer     ,Ragi,72.0,141.0
Karnataka,Bengaluru Urban,2013,Summer     ,Rice,59.0,218.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Arecanut,464.0,5168.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Black pepper,2.0,5.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Cashewnut,3.0,3.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Coconut ,2116.0,16788.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Coriander,9.0,3.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Dry ginger,4.0,111.0
Karnataka,Bengaluru Urban,2013,Whole Year ,Garlic,2.0,2.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Arhar/Tur,2093.0,1362.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Castor seed,52.0,32.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Cowpea(Lobia),173.0,76.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Dry chillies,46.0,52.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Groundnut,84.0,61.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Horse-gram,403.0,188.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Jowar,538.0,744.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Maize,634.0,1985.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Moong(Green Gram),13.0,3.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Niger seed,88.0,23.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Onion,8.0,41.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Other Kharif pulses,925.0,1744.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Potato,64.0,394.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Ragi,23792.0,66654.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Rapeseed &Mustard,127.0,28.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Rice,950.0,3374.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Sesamum,13.0,7.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Small millets,2.0,1.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Sunflower,4.0,2.0
Karnataka,Bengaluru Urban,2014,Kharif     ,Urad,17.0,5.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Cowpea(Lobia),30.0,11.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Dry chillies,14.0,26.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Gram,33.0,24.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Horse-gram,199.0,135.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Jowar,42.0,46.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Maize,118.0,399.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Other  Rabi pulses,39.0,29.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Potato,14.0,216.0
Karnataka,Bengaluru Urban,2014,Rabi       ,Ragi,116.0,188.0
Karnataka,Bengaluru Urban,2014,Summer     ,Cowpea(Lobia),1.0,
Karnataka,Bengaluru Urban,2014,Summer     ,Dry chillies,21.0,40.0
Karnataka,Bengaluru Urban,2014,Summer     ,Jowar,3.0,6.0
Karnataka,Bengaluru Urban,2014,Summer     ,Maize,40.0,130.0
Karnataka,Bengaluru Urban,2014,Summer     ,Potato,9.0,123.0
Karnataka,Bengaluru Urban,2014,Summer     ,Ragi,34.0,61.0
Karnataka,Bengaluru Urban,2014,Summer     ,Rice,21.0,87.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Arecanut,231.0,2137.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Black pepper,2.0,12.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Coconut ,1281.0,11431.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Coriander,22.0,7.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Dry ginger,11.0,320.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Sugarcane,2.0,182.0
Karnataka,Bengaluru Urban,2014,Whole Year ,Tapioca,1.0,9.0
Karnataka,Bidar,1997,Kharif     ,Arhar/Tur,48463.0,3499.0
Karnataka,Bidar,1997,Kharif     ,Bajra,14756.0,9500.0
Karnataka,Bidar,1997,Kharif     ,Dry chillies,1139.0,957.0
Karnataka,Bidar,1997,Kharif     ,Dry ginger,1168.0,1484.0
Karnataka,Bidar,1997,Kharif     ,Groundnut,2499.0,648.0
Karnataka,Bidar,1997,Kharif     ,Horse-gram,150.0,67.0
Karnataka,Bidar,1997,Kharif     ,Jowar,76833.0,115225.0
Karnataka,Bidar,1997,Kharif     ,Maize,292.0,522.0
Karnataka,Bidar,1997,Kharif     ,Paddy,9385.0,9155.0
Karnataka,Bidar,1997,Kharif     ,Rice,9385.0,6109.0
Karnataka,Bidar,1997,Rabi       ,Dry chillies,66.0,86.0
Karnataka,Bidar,1997,Rabi       ,Groundnut,1337.0,1255.0
Karnataka,Bidar,1997,Rabi       ,Jowar,37204.0,5233.0
Karnataka,Bidar,1997,Rabi       ,Maize,38.0,68.0
Karnataka,Bidar,1997,Rabi       ,Paddy,2.0,5.0
Karnataka,Bidar,1997,Rabi       ,Rice,2.0,3.0
Karnataka,Bidar,1997,Rabi       ,Wheat,7110.0,1585.0
Karnataka,Bidar,1997,Summer     ,Jowar,2.0,5.0
Karnataka,Bidar,1997,Summer     ,Maize,18.0,39.0
Karnataka,Bidar,1997,Whole Year ,Coriander,701.0,74.0
Karnataka,Bidar,1997,Whole Year ,Garlic,73.0,138.0
Karnataka,Bidar,1997,Whole Year ,Sugarcane,22571.0,1543856.0
Karnataka,Bidar,1997,Whole Year ,Turmeric,107.0,109.0
Karnataka,Bidar,1998,Kharif     ,Arhar/Tur,54354.0,41464.0
Karnataka,Bidar,1998,Kharif     ,Bajra,13994.0,6398.0
Karnataka,Bidar,1998,Kharif     ,Cotton(lint),3616.0,3439.0
Karnataka,Bidar,1998,Kharif     ,Dry ginger,1089.0,13843.0
Karnataka,Bidar,1998,Kharif     ,Groundnut,2344.0,681.0
Karnataka,Bidar,1998,Kharif     ,Horse-gram,109.0,52.0
Karnataka,Bidar,1998,Kharif     ,Jowar,85602.0,105761.0
Karnataka,Bidar,1998,Kharif     ,Maize,233.0,585.0
Karnataka,Bidar,1998,Kharif     ,Moong(Green Gram),40707.0,7657.0
Karnataka,Bidar,1998,Kharif     ,Niger seed,8792.0,1001.0
Karnataka,Bidar,1998,Kharif     ,Onion,28.0,127.0
Karnataka,Bidar,1998,Kharif     ,Peas & beans (Pulses),2.0,18.0
Karnataka,Bidar,1998,Kharif     ,Potato,9.0,99.0
Karnataka,Bidar,1998,Kharif     ,Rapeseed &Mustard,24.0,2.0
Karnataka,Bidar,1998,Kharif     ,Rice,9587.0,5825.0
Karnataka,Bidar,1998,Kharif     ,Sesamum,14250.0,7148.0
Karnataka,Bidar,1998,Kharif     ,Soyabean,217.0,234.0
Karnataka,Bidar,1998,Kharif     ,Sunflower,7880.0,1442.0
Karnataka,Bidar,1998,Rabi       ,Gram,41731.0,18557.0
Karnataka,Bidar,1998,Rabi       ,Groundnut,1423.0,1983.0
Karnataka,Bidar,1998,Rabi       ,Jowar,30169.0,13646.0
Karnataka,Bidar,1998,Rabi       ,Linseed,503.0,163.0
Karnataka,Bidar,1998,Rabi       ,Maize,47.0,78.0
Karnataka,Bidar,1998,Rabi       ,Onion,303.0,2303.0
Karnataka,Bidar,1998,Rabi       ,Peas & beans (Pulses),2.0,20.0
Karnataka,Bidar,1998,Rabi       ,Potato,10.0,197.0
Karnataka,Bidar,1998,Rabi       ,Safflower,9470.0,9140.0
Karnataka,Bidar,1998,Rabi       ,Sunflower,6059.0,1787.0
Karnataka,Bidar,1998,Rabi       ,Wheat,8128.0,7040.0
Karnataka,Bidar,1998,Summer     ,Jowar,17.0,16.0
Karnataka,Bidar,1998,Summer     ,Maize,26.0,52.0
Karnataka,Bidar,1998,Summer     ,Sunflower,265.0,149.0
Karnataka,Bidar,1998,Whole Year ,Coconut ,2.0,10.0
Karnataka,Bidar,1998,Whole Year ,Coriander,786.0,83.0
Karnataka,Bidar,1998,Whole Year ,Dry chillies,772.0,682.0
Karnataka,Bidar,1998,Whole Year ,Garlic,107.0,202.0
Karnataka,Bidar,1998,Whole Year ,Turmeric,70.0,144.0
Karnataka,Bidar,1999,Kharif     ,Arhar/Tur,56604.0,44847.0
Karnataka,Bidar,1999,Kharif     ,Bajra,8690.0,6722.0
Karnataka,Bidar,1999,Kharif     ,Cotton(lint),2817.0,3001.0
Karnataka,Bidar,1999,Kharif     ,Dry ginger,927.0,11784.0
Karnataka,Bidar,1999,Kharif     ,Groundnut,1813.0,956.0
Karnataka,Bidar,1999,Kharif     ,Horse-gram,78.0,35.0
Karnataka,Bidar,1999,Kharif     ,Jowar,77723.0,107468.0
Karnataka,Bidar,1999,Kharif     ,Maize,511.0,1152.0
Karnataka,Bidar,1999,Kharif     ,Mesta,1382.0,1006.0
Karnataka,Bidar,1999,Kharif     ,Moong(Green Gram),41064.0,7607.0
Karnataka,Bidar,1999,Kharif     ,Niger seed,13668.0,1556.0
Karnataka,Bidar,1999,Kharif     ,Other Kharif pulses,866.0,89.0
Karnataka,Bidar,1999,Kharif     ,Rice,10023.0,8373.0
Karnataka,Bidar,1999,Kharif     ,Sesamum,12316.0,9091.0
Karnataka,Bidar,1999,Kharif     ,Small millets,782.0,481.0
Karnataka,Bidar,1999,Kharif     ,Soyabean,120.0,110.0
Karnataka,Bidar,1999,Kharif     ,Sunflower,6201.0,1593.0
Karnataka,Bidar,1999,Kharif     ,Urad,78045.0,18091.0
Karnataka,Bidar,1999,Rabi       ,Gram,38957.0,15821.0
Karnataka,Bidar,1999,Rabi       ,Groundnut,824.0,1116.0
Karnataka,Bidar,1999,Rabi       ,Jowar,31377.0,15692.0
Karnataka,Bidar,1999,Rabi       ,Linseed,472.0,159.0
Karnataka,Bidar,1999,Rabi       ,Maize,47.0,99.0
Karnataka,Bidar,1999,Rabi       ,Other  Rabi pulses,1473.0,160.0
Karnataka,Bidar,1999,Rabi       ,Rapeseed &Mustard,27.0,2.0
Karnataka,Bidar,1999,Rabi       ,Safflower,7938.0,9585.0
Karnataka,Bidar,1999,Rabi       ,Sunflower,4514.0,1619.0
Karnataka,Bidar,1999,Rabi       ,Wheat,7367.0,7407.0
Karnataka,Bidar,1999,Summer     ,Jowar,38.0,32.0
Karnataka,Bidar,1999,Summer     ,Maize,47.0,69.0
Karnataka,Bidar,1999,Summer     ,Rice,5.0,7.0
Karnataka,Bidar,1999,Summer     ,Sunflower,165.0,93.0
Karnataka,Bidar,1999,Whole Year ,Banana,411.0,9644.0
Karnataka,Bidar,1999,Whole Year ,Black pepper,4.0,10.0
Karnataka,Bidar,1999,Whole Year ,Coconut ,3.0,14.0
Karnataka,Bidar,1999,Whole Year ,Coriander,717.0,76.0
Karnataka,Bidar,1999,Whole Year ,Dry chillies,880.0,788.0
Karnataka,Bidar,1999,Whole Year ,Garlic,24.0,45.0
Karnataka,Bidar,1999,Whole Year ,Onion,317.0,6198.0
Karnataka,Bidar,1999,Whole Year ,Potato,27.0,520.0
Karnataka,Bidar,1999,Whole Year ,Sannhamp,256.0,64.0
Karnataka,Bidar,1999,Whole Year ,Sugarcane,26826.0,2140715.0
Karnataka,Bidar,1999,Whole Year ,Turmeric,146.0,498.0
Karnataka,Bidar,2000,Kharif     ,Arhar/Tur,62518.0,23757.0
Karnataka,Bidar,2000,Kharif     ,Bajra,9808.0,7442.0
Karnataka,Bidar,2000,Kharif     ,Cotton(lint),1373.0,1994.0
Karnataka,Bidar,2000,Kharif     ,Dry ginger,1108.0,14084.0
Karnataka,Bidar,2000,Kharif     ,Groundnut,1760.0,558.0
Karnataka,Bidar,2000,Kharif     ,Horse-gram,77.0,44.0
Karnataka,Bidar,2000,Kharif     ,Jowar,75439.0,110862.0
Karnataka,Bidar,2000,Kharif     ,Maize,297.0,643.0
Karnataka,Bidar,2000,Kharif     ,Mesta,1151.0,838.0
Karnataka,Bidar,2000,Kharif     ,Moong(Green Gram),43847.0,11038.0
Karnataka,Bidar,2000,Kharif     ,Niger seed,6730.0,766.0
Karnataka,Bidar,2000,Kharif     ,Other Kharif pulses,853.0,88.0
Karnataka,Bidar,2000,Kharif     ,Rice,11483.0,10428.0
Karnataka,Bidar,2000,Kharif     ,Sesamum,11851.0,4481.0
Karnataka,Bidar,2000,Kharif     ,Small millets,557.0,442.0
Karnataka,Bidar,2000,Kharif     ,Soyabean,132.0,138.0
Karnataka,Bidar,2000,Kharif     ,Sunflower,3277.0,1167.0
Karnataka,Bidar,2000,Kharif     ,Urad,84597.0,27727.0
Karnataka,Bidar,2000,Rabi       ,Gram,40933.0,25227.0
Karnataka,Bidar,2000,Rabi       ,Groundnut,1213.0,1287.0
Karnataka,Bidar,2000,Rabi       ,Jowar,32055.0,13399.0
Karnataka,Bidar,2000,Rabi       ,Linseed,474.0,175.0
Karnataka,Bidar,2000,Rabi       ,Maize,46.0,107.0
Karnataka,Bidar,2000,Rabi       ,Other  Rabi pulses,1363.0,148.0
Karnataka,Bidar,2000,Rabi       ,Rapeseed &Mustard,18.0,1.0
Karnataka,Bidar,2000,Rabi       ,Rice,34.0,49.0
Karnataka,Bidar,2000,Rabi       ,Safflower,9473.0,10025.0
Karnataka,Bidar,2000,Rabi       ,Sunflower,3420.0,1223.0
Karnataka,Bidar,2000,Rabi       ,Wheat,9457.0,9376.0
Karnataka,Bidar,2000,Summer     ,Jowar,13.0,24.0
Karnataka,Bidar,2000,Summer     ,Maize,17.0,34.0
Karnataka,Bidar,2000,Summer     ,Sunflower,100.0,72.0
Karnataka,Bidar,2000,Whole Year ,Banana,469.0,8622.0
Karnataka,Bidar,2000,Whole Year ,Coconut ,3.0,14.0
Karnataka,Bidar,2000,Whole Year ,Coriander,661.0,70.0
Karnataka,Bidar,2000,Whole Year ,Dry chillies,849.0,701.0
Karnataka,Bidar,2000,Whole Year ,Garlic,46.0,87.0
Karnataka,Bidar,2000,Whole Year ,Onion,420.0,2438.0
Karnataka,Bidar,2000,Whole Year ,Potato,24.0,321.0
Karnataka,Bidar,2000,Whole Year ,Sannhamp,268.0,67.0
Karnataka,Bidar,2000,Whole Year ,Sugarcane,30929.0,2086161.0
Karnataka,Bidar,2000,Whole Year ,Turmeric,293.0,1218.0
Karnataka,Bidar,2001,Kharif     ,Arhar/Tur,64077.0,24349.0
Karnataka,Bidar,2001,Kharif     ,Bajra,8672.0,5038.0
Karnataka,Bidar,2001,Kharif     ,Cotton(lint),1843.0,1668.0
Karnataka,Bidar,2001,Kharif     ,Dry ginger,1038.0,13195.0
Karnataka,Bidar,2001,Kharif     ,Groundnut,2466.0,1858.0
Karnataka,Bidar,2001,Kharif     ,Horse-gram,55.0,29.0
Karnataka,Bidar,2001,Kharif     ,Jowar,69180.0,97825.0
Karnataka,Bidar,2001,Kharif     ,Maize,241.0,415.0
Karnataka,Bidar,2001,Kharif     ,Mesta,1427.0,1039.0
Karnataka,Bidar,2001,Kharif     ,Moong(Green Gram),46928.0,14222.0
Karnataka,Bidar,2001,Kharif     ,Niger seed,5805.0,661.0
Karnataka,Bidar,2001,Kharif     ,Other Kharif pulses,771.0,80.0
Karnataka,Bidar,2001,Kharif     ,Rice,11224.0,9048.0
Karnataka,Bidar,2001,Kharif     ,Sesamum,9479.0,2215.0
Karnataka,Bidar,2001,Kharif     ,Small millets,521.0,375.0
Karnataka,Bidar,2001,Kharif     ,Soyabean,125.0,104.0
Karnataka,Bidar,2001,Kharif     ,Sunflower,4122.0,1119.0
Karnataka,Bidar,2001,Kharif     ,Urad,86581.0,35780.0
Karnataka,Bidar,2001,Rabi       ,Gram,41761.0,27462.0
Karnataka,Bidar,2001,Rabi       ,Jowar,29109.0,14347.0
Karnataka,Bidar,2001,Rabi       ,Linseed,609.0,204.0
Karnataka,Bidar,2001,Rabi       ,Maize,36.0,68.0
Karnataka,Bidar,2001,Rabi       ,Other  Rabi pulses,1672.0,182.0
Karnataka,Bidar,2001,Rabi       ,Rapeseed &Mustard,17.0,1.0
Karnataka,Bidar,2001,Rabi       ,Rice,30.0,45.0
Karnataka,Bidar,2001,Rabi       ,Safflower,11239.0,16272.0
Karnataka,Bidar,2001,Rabi       ,Sunflower,4489.0,1817.0
Karnataka,Bidar,2001,Rabi       ,Wheat,10101.0,8188.0
Karnataka,Bidar,2001,Summer     ,Sunflower,202.0,165.0
Karnataka,Bidar,2001,Whole Year ,Coconut ,27.0,129.0
Karnataka,Bidar,2001,Whole Year ,Coriander,788.0,83.0
Karnataka,Bidar,2001,Whole Year ,Dry chillies,766.0,681.0
Karnataka,Bidar,2001,Whole Year ,Onion,568.0,6961.0
Karnataka,Bidar,2001,Whole Year ,Peas & beans (Pulses),22.0,151.0
Karnataka,Bidar,2001,Whole Year ,Potato,58.0,1122.0
Karnataka,Bidar,2001,Whole Year ,Sannhamp,329.0,82.0
Karnataka,Bidar,2001,Whole Year ,Sugarcane,29225.0,1415951.0
Karnataka,Bidar,2001,Whole Year ,Turmeric,163.0,660.0
Karnataka,Bidar,2002,Kharif     ,Arhar/Tur,67313.0,40990.0
Karnataka,Bidar,2002,Kharif     ,Bajra,8364.0,6234.0
Karnataka,Bidar,2002,Kharif     ,Cotton(lint),1477.0,2410.0
Karnataka,Bidar,2002,Kharif     ,Dry ginger,1047.0,13309.0
Karnataka,Bidar,2002,Kharif     ,Groundnut,1374.0,733.0
Karnataka,Bidar,2002,Kharif     ,Horse-gram,46.0,18.0
Karnataka,Bidar,2002,Kharif     ,Jowar,69191.0,108598.0
Karnataka,Bidar,2002,Kharif     ,Maize,267.0,386.0
Karnataka,Bidar,2002,Kharif     ,Mesta,1386.0,999.0
Karnataka,Bidar,2002,Kharif     ,Moong(Green Gram),47526.0,5328.0
Karnataka,Bidar,2002,Kharif     ,Niger seed,6024.0,686.0
Karnataka,Bidar,2002,Kharif     ,Other Kharif pulses,963.0,98.0
Karnataka,Bidar,2002,Kharif     ,Rice,10083.0,5672.0
Karnataka,Bidar,2002,Kharif     ,Sesamum,9255.0,5170.0
Karnataka,Bidar,2002,Kharif     ,Small millets,489.0,299.0
Karnataka,Bidar,2002,Kharif     ,Soyabean,382.0,317.0
Karnataka,Bidar,2002,Kharif     ,Sunflower,4461.0,1551.0
Karnataka,Bidar,2002,Kharif     ,Urad,83943.0,10207.0
Karnataka,Bidar,2002,Rabi       ,Gram,40840.0,25780.0
Karnataka,Bidar,2002,Rabi       ,Groundnut,749.0,933.0
Karnataka,Bidar,2002,Rabi       ,Jowar,32041.0,13638.0
Karnataka,Bidar,2002,Rabi       ,Linseed,570.0,200.0
Karnataka,Bidar,2002,Rabi       ,Maize,89.0,145.0
Karnataka,Bidar,2002,Rabi       ,Other  Rabi pulses,1379.0,150.0
Karnataka,Bidar,2002,Rabi       ,Rapeseed &Mustard,22.0,2.0
Karnataka,Bidar,2002,Rabi       ,Rice,25.0,40.0
Karnataka,Bidar,2002,Rabi       ,Safflower,10898.0,14173.0
Karnataka,Bidar,2002,Rabi       ,Sunflower,4671.0,2482.0
Karnataka,Bidar,2002,Rabi       ,Wheat,8840.0,5975.0
Karnataka,Bidar,2002,Summer     ,Sunflower,83.0,50.0
Karnataka,Bidar,2002,Whole Year ,Banana,249.0,2846.0
Karnataka,Bidar,2002,Whole Year ,Beans & Mutter(Vegetable),28.0,215.0
Karnataka,Bidar,2002,Whole Year ,Brinjal,241.0,1596.0
Karnataka,Bidar,2002,Whole Year ,Cashewnut Processed,29.0,4.0
Karnataka,Bidar,2002,Whole Year ,Cashewnut Raw,29.0,17.0
Karnataka,Bidar,2002,Whole Year ,Citrus Fruit,69.0,1197.0
Karnataka,Bidar,2002,Whole Year ,Coconut ,23.0,110.0
Karnataka,Bidar,2002,Whole Year ,Coriander,729.0,77.0
Karnataka,Bidar,2002,Whole Year ,Dry chillies,995.0,399.0
Karnataka,Bidar,2002,Whole Year ,Garlic,104.0,197.0
Karnataka,Bidar,2002,Whole Year ,Grapes,36.0,1071.0
Karnataka,Bidar,2002,Whole Year ,Mango,707.0,940.0
Karnataka,Bidar,2002,Whole Year ,Onion,545.0,6454.0
